1|1771717319361|Corebook::GI::stomach::gastroparesis|mechanism|Q: How does diabetic autonomic neuropathy produce the atonic stomach seen on imaging?|A: Chronic hyperglycemia causes vagal autonomic neuropathy. Vagal dysfunction impairs gastric smooth muscle stimulation. Loss of coordinated antral contractions reduces propulsion of gastric contents. Functional stasis leads to retained food and contrast. This results in a dilated, atonic stomach on imaging.
12|1772920587062|Corebook::GI::pancreas::PancreatitisAndComplications|mechanism|Q: Why can early CT underestimate or miss pancreatic necrosis?|A: Normal substrate: Imaging can only depict necrosis once enough perfusion failure and tissue devitalization have evolved to create a detectable enhancement abnormality. Primary insult: Severe pancreatitis evolves dynamically over time rather than reaching its full destructive extent immediately at presentation. Cellular / microanatomic consequence: Early after symptom onset, acinar injury, edema, and inflammatory hyperemia may already be present, but the full extent of microvascular collapse and irreversible tissue death may not yet be established. Propagation step: Ongoing enzyme-mediated injury, vascular compromise, and inflammatory amplification convert initially viable but injured tissue into frankly nonviable necrotic tissue over the next several days. Gross / mesoscopic pathologic consequence: The gland may initially appear only edematous or only subtly hypoenhancing, then later show far more extensive necrosis. Imaging manifestation: Early CT can therefore miss or underestimate necrosis, whereas repeat imaging after biologic evolution shows clearer nonenhancing devitalized tissue. Board pivot: This is a timing/biology problem, not merely a scanner problem; a negative early CT does not reliably exclude later-proven necrosis.
13|1772920587066|Corebook::GI::pancreas::PancreatitisAndComplications|mechanism|Q: Why can pancreatitis cause arterial pseudoaneurysm?|A: Normal substrate: A normal artery contains blood within an intact vessel wall; a true aneurysm is dilation of that intact wall, whereas a pseudoaneurysm reflects wall disruption. Primary insult: Severe pancreatitis exposes adjacent arteries to proteolytic enzyme injury and intense inflammation. Cellular / microanatomic consequence: Enzymatic and inflammatory destruction weakens or breaches the arterial wall, especially in vessels coursing near the pancreas such as the splenic artery or gastroduodenal artery. Propagation step: Arterial blood escapes through the damaged wall but is contained by surrounding tissues, hematoma, or inflammatory reaction, maintaining communication with the parent vessel. Gross / mesoscopic pathologic consequence: A fragile contrast-filled sac forms adjacent to the artery, often with surrounding hemorrhage if rupture/leakage has occurred. Imaging manifestation: Contrast-enhanced imaging shows a focal enhancing outpouching near an artery, sometimes within or adjacent to a hemorrhagic collection. Board pivot: This is a false aneurysm from wall destruction, which explains both its imaging appearance and its dangerous propensity to rupture and bleed.
14|1772920587069|Corebook::GI::pancreas::PancreatitisAndComplications|mechanism|Q: Why does the colon cutoff sign occur in acute pancreatitis?|A: Normal substrate: The splenic flexure and proximal descending colon lie near the pancreas and can be affected by adjacent pancreatic inflammation. Primary insult: Pancreatic inflammatory spread reaches the region of the splenic flexure/proximal descending colon. Cellular / microanatomic consequence: Local inflammatory irritation impairs normal colonic motility and produces a focal functional spasm/adynamic segment rather than a fixed intrinsic colonic lesion. Propagation step: Gas accumulates proximally in the transverse colon while the inflamed splenic flexure region acts as a functional cutoff point. Gross / mesoscopic pathologic consequence: The transverse colon becomes distended, and the colon distal to the splenic flexure is relatively decompressed. Imaging manifestation: Radiographs show an air-filled dilated transverse colon with abrupt cutoff near the splenic flexure. Board pivot: This is a reactive functional colonic phenomenon from pancreatitis, not a primary mechanical colonic obstruction.
15|1772920587070|Corebook::GI::pancreas::PancreatitisAndComplications|mechanism|Q: Why does pancreatitis produce a sentinel loop sign?|A: Normal substrate: Bowel loops adjacent to an inflamed organ often respond with localized adynamic ileus due to nearby inflammatory irritation. Primary insult: Pancreatic inflammation extends to neighboring small bowel loops. Cellular / microanatomic consequence: Local inflammatory signaling and irritation suppress motility in the adjacent loop without causing a true mechanical obstruction. Propagation step: That single nearby bowel segment accumulates gas and fluid because peristaltic propulsion is reduced. Gross / mesoscopic pathologic consequence: One focal small-bowel loop becomes mildly dilated while the remainder of the bowel does not show a generalized obstruction pattern. Imaging manifestation: Radiographs show a localized gas-filled, sometimes air-fluid-containing sentinel loop adjacent to the inflamed pancreas. Board pivot: The key is localized reactive ileus, which separates this sign from diffuse ileus or true mechanical bowel obstruction.
16|1772920587074|Corebook::GI::pancreas::PancreatitisAndComplications|boardsTrap|Q: What is the pitfall when a mature post-pancreatitis collection looks simple on CT, and what safety check prevents the mistake?|A: Trap: Labeling every delayed encapsulated post-pancreatitis collection a pseudocyst on CT alone. Safety check: Look for internal debris/solid material, and when the distinction matters use MR to determine whether the collection is truly simple or instead represents walled-off necrosis. Key discriminator: A pseudocyst is a delayed encapsulated simple fluid collection without debris; walled-off necrosis contains internal necrotic debris/blood products. Why the error occurs: CT can make a necrotic collection appear deceptively simple if internal solid material is not well appreciated.
17|1772920587076|Corebook::GI::pancreas::PancreatitisAndComplications|boardsTrap|Q: What is the pitfall when pancreatitis-like inflammation is centered near the duodenum, and what safety check prevents the mistake?|A: Trap: Calling a duodenal-centered inflammatory process pancreatitis simply because there is anterior pararenal fat stranding and edema near the pancreatic head. Safety check: Determine where the inflammation is centered; pancreatitis is centered on the pancreas, whereas perforated duodenal ulcer is centered on the duodenum, often best appreciated on coronal reformations. Key discriminator: Secondary pancreatic head edema can occur with perforated duodenal ulcer, but the primary inflammatory epicenter is duodenal rather than pancreatic. Why the error occurs: The reader anchors on nearby pancreatic edema and ignores the true compartment of origin.
18|1772920587077|Corebook::GI::pancreas::PancreatitisAndComplications|boardsTrap|Q: What is the pitfall when pancreatitis imaging coexists with a dilated pancreatic duct, and what safety check prevents the mistake?|A: Trap: Stopping at the diagnosis of acute pancreatitis and failing to search for an underlying obstructing pancreatic mass. Safety check: If acute pancreatitis is accompanied by a dilated pancreatic duct or biliary obstruction, actively investigate for an underlying malignancy rather than assuming uncomplicated pancreatitis. Key discriminator: Routine acute pancreatitis does not usually explain a dilated obstructed pancreatic duct; an obstructing pancreatic adenocarcinoma can present as pancreatitis. Why the error occurs: The inflammatory findings are so visually dominant that the reader misses the malignant cause behind them.
19|1772920587079|Corebook::GI::pancreas::PancreatitisAndComplications|boardsTrap|Q: What is the pitfall when unexplained hemorrhage is seen in the pancreatic bed, and what safety check prevents the mistake?|A: Trap: Attributing hemorrhage generically to hemorrhagic pancreatitis without searching for a vascular source. Safety check: When there is unexplained hemorrhage in the pancreatic bed, perform a deliberate search for a pseudoaneurysm and consider angiographic evaluation when appropriate. Key discriminator: A focal contrast-filled outpouching adjacent to an artery, often with surrounding hematoma, indicates pseudoaneurysm rather than nonspecific bleeding alone. Why the error occurs: The dramatic hemorrhage distracts from the smaller but more important culprit vascular lesion.
20|1773370637382|Corebook::GI::Bilary System::acute_calculous_cholecystitis|mechanism|Q: Why does perforated cholecystitis produce a wall defect and adjacent pericholecystic fluid collection or abscess?|A: Perforated cholecystitis usually evolves from severe progressive distention and necrotic wall injury. Continued obstruction and inflammation increase intraluminal pressure and compromise mural viability until a focal area of weakened, necrotic wall ruptures. Once the wall is disrupted, bile, inflammatory fluid, infected material, or stones can escape into adjacent tissues, producing a visible wall defect, focal pericholecystic collection, abscess, or extraluminal gallstones. This mechanism explains why perforation is more than severe cholecystitis: the defining imaging pivot is actual continuity loss of the wall with leakage into surrounding spaces.
21|1773370637395|Corebook::GI::Bilary System::acute_calculous_cholecystitis|highYield|Q: With hepatobiliary contrast agents on MRI, what gallbladder filling pattern supports acute cholecystitis?|A: - Lack of filling or delayed filling of the gallbladder beyond 60 minutes supports acute cholecystitis - Normal filling within 60 minutes does not exclude acute cholecystitis - The gallbladder usually fills with contrast in chronic cholecystitis Exam pivot: Delayed/nonfilling supports acute cystic duct obstruction physiology, but normal filling does not completely rule out acute disease.
22|1773370637403|Corebook::GI::Bilary System::acute_calculous_cholecystitis|highYield|Q: How does emphysematous cholecystitis change perforation risk?|A: Emphysematous cholecystitis carries a 5x greater risk of gallbladder perforation. Exam pivot: Gas in the gallbladder is not just a variant finding; it should trigger concern for an especially dangerous complication-prone form of disease.
23|1773745498058|Corebook::US::Biliary tree::cholelithiasis_core_rad|mechanism|Q: Why do gallstones appear echogenic, produce posterior acoustic shadowing, and often move dependently on ultrasound?|A: Gallstones are solid intraluminal concretions formed from bile constituents rather than soft tissue attached to the gallbladder wall. Because the stone surface and internal composition create a strong acoustic impedance difference relative to surrounding bile, the ultrasound beam is strongly reflected, producing a bright echogenic interface. When the stone is sufficiently large or dense, much of the beam is either reflected or attenuated so little sound continues beyond it, creating clean posterior acoustic shadowing. Very small stones may not shadow well because insufficient beam extinction occurs. Because the stones are free within bile rather than fixed to the wall, they usually move to the dependent portion of the gallbladder when patient position changes. This mechanism explains the classic discriminator set for gallstones—echogenicity, shadowing, and mobility—and helps separate them from polyps, which are wall-based and nonmobile, and from sludge, which may move but usually lacks clean shadowing.
24|1773976257127|Corebook::US::renal::hydronephrosis_core_rad|boardsTrap|Q: What is the classic false-positive mimic of hydronephrosis in the renal sinus, and what imaging check prevents the mistake?|A: Trap: Mistaking peripelvic cysts for hydronephrosis. Safety check / maneuver: Determine whether the fluid spaces communicate with the pelvicalyceal system; if needed, use CT urogram to confirm a nondilated opacified collecting system rather than true collecting-system dilation. Key discriminator: Hydronephrosis consists of intercommunicating dilated calyces/pelvis, whereas peripelvic cysts are discrete noncommunicating renal sinus cysts. The article explicitly lists peripelvic cyst as a top differential and states CT urogram is confirmatory. Why this error happens: Both entities can appear as central anechoic renal sinus fluid on ultrasound, especially on limited views.
25|1773976257137|Corebook::US::renal::hydronephrosis_core_rad|highYield|Q: How do you distinguish an extrarenal pelvis from hydronephrosis on ultrasound?|A: Extrarenal pelvis is located outside the renal hilum and shows absence of calyceal dilatation. Exam pivot: Central fluid near the renal sinus is not enough by itself to call hydronephrosis; you must confirm true calyceal dilation.
26|1773977204556|Corebook::US::Vascular::DVT|mechanism|Q: Why does chronic deep vein thrombosis become echogenic and contracted, and sometimes appear as a fibrous cord or calcified scar?|A: In chronic DVT, thrombus that does not fully lyse is progressively organized into fibrous tissue. The article states that postthrombotic thrombus is invaded by fibroblasts and becomes organized as scar, with wall thickening, reduced luminal diameter, echogenic intraluminal material, synechiae, and sometimes a fibrous cord when recanalization fails. Some chronic scar may calcify. This tissue transformation explains why chronic thrombus no longer looks like the distended low-echo clot of acute DVT; instead, the vein becomes smaller, thicker walled, and more echogenic. The imaging pivot is that echogenic contracted venous abnormality favors chronic organized postthrombotic change over acute fresh clot.
27|1773977424087|Corebook::US::Biliary tree::Choledocholithiasis|mechanism|Q: Why does choledocholithiasis produce biliary ductal dilatation and potentially cholangitis or pancreatitis?|A: A stone lodged within the extrahepatic biliary duct mechanically obstructs antegrade bile flow. As bile drainage is impeded, pressure rises proximal to the obstruction and the common bile duct and/or intrahepatic ducts dilate; the degree of dilatation varies with stone size and the degree and duration of obstruction. Ongoing stasis also promotes superimposed infection, which explains why obstructed stone disease may present as ascending cholangitis. When the obstructing stone is periampullary/distal, it can also affect the pancreatic outflow region and present with acute pancreatitis. The imaging pivot is that a shadowing intraductal stone plus upstream ductal dilatation supports obstructive choledocholithiasis rather than a nonobstructing mimic.
28|1774265241598|Corebook::US::Biliary tree::BiliaryDuctalDilation|highYield|Q: What sonographic threshold defines extrahepatic biliary ductal dilatation?|A: Extrahepatic biliary ductal dilatation is defined as common hepatic/common bile duct > 6-7 mm or > 40% of the diameter of the adjacent portal vein. Exam pivot: These are the article’s explicit size criteria for abnormal extrahepatic duct dilatation and help separate a truly enlarged duct from a normal-caliber extrahepatic bile duct.
29|1774265241599|Corebook::US::Biliary tree::BiliaryDuctalDilation|highYield|Q: On grayscale ultrasound, what is the best diagnostic clue for biliary ductal dilatation?|A: Tubular, anechoic, fluid-filled structures accompanying portal veins in the extrahepatic and intrahepatic segments. Exam pivot: The key recognition pattern is a periportal branching or tubular fluid-filled structure that follows the biliary tree.
30|1774303848337|Corebook::US::renal::urolithiasis|boardsTrap|Q: What pitfall can this appearance cause, and what safety check prevents the mistake?|A: Mistaking echogenic renal sinus fat for a renal stone on ultrasound. Safety check: Confirm sharp posterior acoustic shadowing; use color Doppler twinkling as an additional aid when needed. Key discriminator: A true stone is an echogenic focus with posterior acoustic shadowing, whereas sinus fat may have similar echogenicity but lacks the same confirming stone features. Why the error occurs: Small stones can blend with central renal sinus fat on grayscale, so echogenicity alone can falsely suggest or falsely exclude a stone.
31|1774303848350|Corebook::US::renal::urolithiasis|highYield|Q: Which urinary stones are efficiently treated with oral chemolysis, and what attenuation cutoff supports that?|A: Urate stones are the only stones efficiently treated with oral chemolysis (alkalinization). Supporting attenuation clue: Exam pivot: A low-HU stone should immediately raise uric acid stone and possible dissolution therapy.
32|1774808412371|Corebook::GU::UterusBasic::Uterus|highYield|Q: How does the normal myometrium typically appear on ultrasound?|A: Three layers are often discernible: a compact thin hypoechoic inner layer forming the subendometrial halo, a thicker relatively echogenic middle layer, and a thinner hypoechoic outer layer peripheral to the arcuate vessels.
33|1774808412372|Corebook::GU::UterusBasic::Uterus|highYield|Q: How does the normal endometrium change across the menstrual cycle on ultrasound?|A: During menstruation and early proliferative phase it is thin and mildly echogenic, then it gradually thickens and becomes more hypoechoic. Near ovulation it shows a trilaminar or striated appearance with a relatively hypoechoic inner layer, more hyperechoic peripheral layer, and a central echogenic line from apposed endometrial walls. During the secretory phase it becomes progressively thicker and more echogenic.
34|1774808412381|Corebook::GU::UterusBasic::Uterus|mechanism|Q: Why does the normal cervical stroma usually enhance less intensely or later than the uterine corpus on contrast-enhanced CT?|A: The cervix contains a larger proportion of fibrous tissue than the uterine corpus, so normal cervical stroma typically enhances less intensely or later.
35|1774924960254|Corebook::Neuro::Brain::Anatomy-SupratentorialBrain::PinealRegion|mechanism|Q: Why does the normal pineal gland enhance after contrast administration?|A: The pineal gland lacks a blood-brain barrier, so it normally enhances after contrast administration. Its vascular supply is primarily from the medial posterior choroidal artery arising from P2 branches.
36|1775089823984|Corebook::GU::Kidney::RCC|mechanism|Q: Why does papillary RCC usually enhance only mildly and often appear T2 hypointense?|A: External literature source (not stated in Core/RadPrimer/STATdx/Radiopaedia). Source: https://doi.org/10.2214/AJR.08.1727 Papillary RCC is typically a relatively hypovascular RCC subtype, so less contrast enters the tumor during the arterial/nephrographic phases and enhancement is only mild compared with clear cell RCC. Its low T2 signal has been linked in prior imaging-pathology work to internal composition such as hemosiderin and compact tumor tissue rather than the highly vascular, more T2-bright phenotype of clear cell RCC. Because enhancement may be weak, some papillary RCCs can look almost nonenhancing on CT and may mimic a hemorrhagic cyst or fat-poor AML if MRI is not used carefully. Imaging pivot: a homogeneous renal tumor that is T2 dark and only mildly enhancing should push papillary RCC high on the differential.
37|1775089823987|Corebook::GU::Kidney::RCC|boardsTrap|Q: What is the pitfall here, and what safety check prevents it?|A: Trap: Calling an echogenic renal mass on ultrasound an angiomyolipoma by appearance alone. Safety check: confirm macroscopic fat on CT/MRI and remember that AML shadowing is specific when present, but echogenicity alone is not enough. Key discriminator: a non-calcified renal lesion with macroscopic fat supports AML; without macroscopic fat, RCC remains in play. Why it happens: AML and RCC overlap on ultrasound, and papillary RCC may be relatively hypovascular and deceptively bland.
38|1775089823989|Corebook::GU::Kidney::RCC|boardsTrap|Q: What is the pitfall here, and what safety check prevents it?|A: Trap: Under-calling a Bosniak IV lesion as a “complex but probably benign cyst.” Safety check: actively search for thick enhancing septa and enhancing mural nodules rather than stopping at the word “cystic.” Key discriminator: enhancement of septal or nodular soft tissue converts the problem from benign complex cyst to malignant cystic renal neoplasm. Why it happens: hemorrhagic and proteinaceous cysts can look complex, but they should not contain truly enhancing nodular tissue.
39|1775089823990|Corebook::GU::Kidney::RCC|boardsTrap|Q: What is the pitfall here, and what safety check prevents it?|A: Trap: Treating renal vein/IVC thrombus as bland clot or failing to stage the venous system carefully in a renal mass. Safety check: inspect the renal vein and IVC on every study, and when thrombus is present, look for contiguous tumor, internal enhancement, or Doppler flow/arterial waveform within the thrombus. Key discriminator: enhancing or vascular thrombus contiguous with a renal mass is tumor thrombus and strongly favors RCC. Why it happens: both bland thrombus and tumor thrombus appear as filling defects unless vascularity is deliberately assessed.
40|1775089823991|Corebook::GU::Kidney::RCC|boardsTrap|Q: What is the pitfall here, and what safety check prevents it?|A: Trap: Reassuring yourself that a solid renal mass is probably oncocytoma because it seems well-circumscribed or shows a spoke-wheel-type vascular pattern. Safety check: remember that oncocytoma cannot be reliably distinguished from RCC on cross-sectional imaging, and the spoke-wheel Doppler pattern is only a suggestive sign, not a rule-out sign. Key discriminator: there is no imaging feature sufficiently specific to safely dismiss RCC when a solid enhancing renal mass is present. Why it happens: classic “benign” descriptors are memorable but nonspecific, so they create premature closure.
41|1775090998916|Corebook::GU::Kidney::RenalSinusCyst|mechanism|Q: Why do parapelvic and peripelvic renal sinus cysts produce different effects on the collecting system?|A: The key difference is the site of origin and growth pattern within the renal sinus. Parapelvic cysts are essentially simple renal cortical/parenchymal cysts that protrude or herniate into the renal sinus. Because they behave like a focal mass entering the sinus from adjacent parenchyma, they tend to be solitary and produce localized displacement/distortion of sinus structures rather than diffuse stretching of the infundibula and calyces. Peripelvic cysts are thought to be lymphatic in origin and arise within the renal sinus itself. Because they are typically multiple, confluent, and noncommunicating, they track alongside the pelvocalyceal system and can parallel, elongate, and stretch the infundibula/calyces rather than acting like one focal protruding cyst. Imaging pivot: this origin-based difference explains why a solitary sinus cyst without infundibular stretching favors a parapelvic cyst, whereas multiple sinus cysts that parallel/stretch the collecting system favor peripelvic cysts.
42|1775090998918|Corebook::GU::Kidney::RenalSinusCyst|boardsTrap|Q: What is the main diagnostic pitfall here, and what imaging check prevents the mistake?|A: Trap: Mistaking multiple renal sinus fluid spaces on ultrasound for hydronephrosis. Safety check: Prove communication with the collecting system. On ultrasound, look for continuity with the renal pelvis/proximal ureter; if uncertain, use delayed contrast-enhanced CT (pyelographic/excretory phase) to see whether the collecting system opacifies as one contiguous structure. Key discriminator: Peripelvic cysts are discrete, noncommunicating cysts within the renal sinus, while hydronephrosis is a contiguous dilated collecting system that contains excreted contrast on delayed imaging. Why the error occurs: Both entities can appear as echo-free renal sinus spaces on ultrasound, so the sonographic appearance alone can falsely suggest dilated calyces.
43|1775211606438|Corebook::GU::Kidney::RenalCyst|mechanism|Q: Why can an infected renal cyst show wall or septal enhancement and mimic a more aggressive cystic lesion?|A: When a renal cyst becomes infected, the main change is inflammatory reaction in the wall and septa rather than simple sterile fluid alone. The article explicitly notes that inflammatory or infected cysts may contain granulation tissue and that granulation tissue may enhance; angiographically, infected cysts may show neovascularity in this granulation tissue. That creates a thick wall, septations, and enhancement around or within the inflammatory tissue, sometimes with debris- or gas-fluid levels. The imaging pivot is that enhancement in this setting reflects inflamed vascularized granulation tissue rather than necessarily malignant tissue, which is why infected cysts can mimic neoplastic cystic masses.
44|1775211606440|Corebook::GU::Kidney::RenalCyst|mechanism|Q: Why can a benign renal cyst appear to increase in attenuation on contrast-enhanced CT even when it does not truly enhance?|A: Pseudoenhancement is an imaging artifact rather than a biologic change in the cyst. The article states that it refers to an artifactual increase in cyst attenuation on contrast-enhanced CT and relates it to factors including partial-volume averaging and beam hardening. In practice, dense enhancement in adjacent renal parenchyma and technical image effects can artificially raise the measured attenuation within a nonenhancing cyst lumen. The imaging pivot is that the apparent HU increase does not represent vascularized tissue or viable tumor, so this artifact can falsely suggest enhancement unless the lesion is interpreted carefully and, when needed, correlated with alternative modalities such as ultrasound, CEUS, or MRI.
45|1775211606441|Corebook::GU::Kidney::RenalCyst|boardsTrap|Q: What is the pitfall here, and what safety check prevents the mistake?|A: Trap: Mistaking a hemorrhagic cyst with internal complexity on grayscale ultrasound for a cystic renal neoplasm. Safety check: Do not stop at grayscale complexity alone; evaluate for true internal enhancement with contrast-enhanced imaging when needed. Key discriminator: Internal echoes and septations can occur in hemorrhagic cysts, but enhancing mural nodules or enhancing soft-tissue components favor neoplasm. Why the error occurs: Blood products and clot can make a benign cyst look internally complex and falsely solid on baseline ultrasound.
46|1775211606442|Corebook::GU::Kidney::RenalCyst|boardsTrap|Q: What is the pitfall here, and what safety check prevents the mistake?|A: Trap: Mistaking a renal sinus cyst for collecting-system dilatation or assuming any central renal fluid is hydronephrosis. Safety check: Confirm whether the fluid spaces are separate cysts or contiguous collecting-system dilatation; use excretory-phase contrast imaging when needed. Key discriminator: On excretory-phase CECT, water-attenuation renal sinus cysts remain separate from the enhanced renal collecting system. Why the error occurs: Both entities can appear as central renal fluid in the sinus region, especially when anatomy is crowded on a single image.
47|1775211606443|Corebook::GU::Kidney::RenalCyst|boardsTrap|Q: What is the pitfall here, and what safety check prevents the mistake?|A: Trap: Calling every multiloculated septated cystic renal mass with enhancement a cystic renal cell carcinoma. Safety check: Look specifically for the renal sinus or renal pelvis invagination clue before collapsing the case into Bosniak-malignant thinking alone. Key discriminator: Invagination into the renal sinus is a characteristic clue for adult cystic nephroma, even though overlap with cystic renal cell carcinoma remains substantial. Why the error occurs: Both adult cystic nephroma and cystic renal cell carcinoma can be multiloculated cystic masses with enhancing septa, so the dominant impression can default too quickly to malignancy.
48|1775355199217|Corebook::GI::colon::rectalCancer|boardsTrap|Q: What is the post-neoadjuvant MR pitfall with spiculations, and what safety check prevents the error?|A: Trap: Assuming posttreatment spiculations automatically represent residual tumor. Safety check: Compare pre- and post-neoadjuvant MR side by side and look for T2 dark fibrosis or a split scar sign; use DWI/ADC change as an adjunct. Key discriminator: Persistent intermediate T2 signal favors residual tumor, whereas dark T2 fibrosis and the split scar sign favor treatment response. Why it happens: Posttreatment desmoplastic reaction can be depicted as spiculations and may be confused with tumor.
49|1775440050823|Corebook::Neuro::Brain::Anatomy-Scalp,Skull,Meninges::Cranial Meninges|mechanism|Q: Why does dura enhance normally after contrast while arachnoid and pia are usually not seen as enhancing layers?|A: Dural capillaries lack endothelial tight junctions, so macromolecules such as contrast agents can leak into dura and produce normal enhancement. Arachnoid microvessels have tight junctions and are part of the blood-brain barrier, so arachnoid is normally not seen as an enhancing layer. Pia is also normally not seen on routine imaging.
50|1775705361310|Corebook::Neuro::Brain::Anatomy-InfratentorialBrain::cerebellum|highYield|Q: How is the vermis organized, and which fissure separates superior from inferior vermis?|A: Superior vermis: lingula, central lobule, culmen, declive, folium. Inferior vermis: tuber, pyramid, uvula, nodulus. The horizontal (petrosal) fissure separates superior from inferior vermis.
51|1776091889577|Corebook::Neuro::Brain::Anatomy: Veins and Venous Sinuses::Dural Sinuses|highYield|Q: What is the key compartment rule for the cavernous sinus and its contents?|A: The cavernous sinus is an irregular, trabeculated venous compartment along the sides of the sella. The cavernous internal carotid artery and cranial nerve number 6 are the only structures that lie within the cavernous sinus itself. Cranial nerve numbers 3 and 4 and divisions 1 and 2 of cranial nerve number 5 lie in the lateral dural wall. The medial dural wall is often inapparent on imaging.
52|1776392582457|Corebook::Neuro::Head & Neck::Suprahyoid and Infrahyoid Neck::Cervical Lymph Nodes|highYield|Q: What feature separates a level IIA node from a level IIB node?|A: A level IIB node lies posterior to the IJV with a visible fat plane between the node and the vein. A posterior node that directly contacts the IJV without an interposed fat plane is still classified as level IIA.
53|1776392582467|Corebook::Neuro::Head & Neck::Suprahyoid and Infrahyoid Neck::Cervical Lymph Nodes|highYield|Q: What ultrasound features favor a benign or normal cervical lymph node?|A: Benign cervical nodes are typically ovoid or elliptical, hypoechoic, and contain an echogenic hilum. Power Doppler should show hilar vascularity; in reactive nodes, cortical hypertrophy may occur but the hilum and radiating hilar vascularity are preserved.
54|1776557059894|Corebook::Neuro::Head & Neck::Orbit and Sinonasal Overview::Orbit Overview|highYield|Q: Why is orbital fat one of the most important normal imaging landmarks in the orbit?|A: Normal orbital fat outlines the globe, extraocular muscles, optic nerve-sheath complex, and vessels, making compartmental localization practical on CT and MR.
55|1776557059917|Corebook::Neuro::Head & Neck::Orbit and Sinonasal Overview::Orbit Overview|highYield|Q: After localization, what imaging features should be assessed for an orbital lesion?|A: Determine whether it is solid or cystic, whether it contains fluid, fat, blood, or soft tissue, whether it is well defined or infiltrative, whether there is bony remodeling or destruction, and the degree/homogeneity of enhancement.
