#separator:tab
#html:true
#notetype:core_rad_notetype_v2
#deck:Corebook::Neuro::Brain::Primary Effects of CNS Trauma::Subacute Subdural Hematoma
59-year-old man with seizures L7XHVB0BA5YM	"<img src=""STATdx_image_11_Subacute_Subdural_Hematoma.jpg""><br>"		Most likely diagnosis?	Subacute subdural hematoma<br><br>Keyword findings:<br>right frontal extraaxial fluid collection<br>slightly hyperdense relative to CSF<br>underlying sulci<br>no definite history of head trauma<br><br>Key discriminator: NECT slightly denser-than-CSF subdural collection.<br>Why it matters: subacute SDH may be cortex-like or CSF-like on parts of the exam, so the reliable move is mass effect, displaced interfaces/CSF or veins, and membrane or blood-product behavior.<br><br>Differential:<br>Subdural hygroma<br>Subdural effusion<br>Subdural empyema																<div><b>Subacute Subdural Hematoma</b></div><b>Source Basis:</b> RadPrimer + STATdx master source; Core support limited to core_evidence.txt. Core evidence supports crescentic extraaxial SDH beneath dura, crossing cranial sutures, subacute isodense SDH around 1-3 weeks, and CT clues of mass effect/white-matter buckling/apparently thickened cortex.<br><br><b>High-yield frame:</b> sSDH is about 3 days to 3 weeks old in the fused RadPrimer/STATdx source. It may become isodense to cortex, so detection depends on crescentic extraaxial location, compressed sulci, displaced CSF/cortical veins, gray-white interface buckling, mixed density/rebleeding, and membrane behavior.	
59-year-old man with seizures H9KTOZ0C7D3W	"<img src=""STATdx_image_12_Subacute_Subdural_Hematoma.jpg""><br>"		Most likely diagnosis?	Subacute subdural hematoma<br><br>Keyword findings:<br>bilateral subdural collections<br>slightly hyperintense compared with CSF<br>typical MR finding in sSDHs<br><br>Key discriminator: T1 slightly hyperintense bilateral subdural collections.<br>Why it matters: subacute SDH may be cortex-like or CSF-like on parts of the exam, so the reliable move is mass effect, displaced interfaces/CSF or veins, and membrane or blood-product behavior.<br><br>Differential:<br>Subdural hygroma<br>Subdural effusion<br>Subdural empyema																<div><b>Subacute Subdural Hematoma</b></div><b>Source Basis:</b> RadPrimer + STATdx master source; Core support limited to core_evidence.txt. Core evidence supports crescentic extraaxial SDH beneath dura, crossing cranial sutures, subacute isodense SDH around 1-3 weeks, and CT clues of mass effect/white-matter buckling/apparently thickened cortex.<br><br><b>High-yield frame:</b> sSDH is about 3 days to 3 weeks old in the fused RadPrimer/STATdx source. It may become isodense to cortex, so detection depends on crescentic extraaxial location, compressed sulci, displaced CSF/cortical veins, gray-white interface buckling, mixed density/rebleeding, and membrane behavior.	
59-year-old man with seizures 0S85H2QR4XSN	"<img src=""STATdx_image_13_Subacute_Subdural_Hematoma.jpg""><br>"		Most likely diagnosis?	Subacute subdural hematoma<br><br>Keyword findings:<br>subacute fluid collections<br>do not suppress<br>difference compared with normal CSF<br><br>Key discriminator: FLAIR non-suppression versus CSF.<br>Why it matters: subacute SDH may be cortex-like or CSF-like on parts of the exam, so the reliable move is mass effect, displaced interfaces/CSF or veins, and membrane or blood-product behavior.<br><br>Differential:<br>Subdural hygroma<br>Subdural effusion<br>Subdural empyema																<div><b>Subacute Subdural Hematoma</b></div><b>Source Basis:</b> RadPrimer + STATdx master source; Core support limited to core_evidence.txt. Core evidence supports crescentic extraaxial SDH beneath dura, crossing cranial sutures, subacute isodense SDH around 1-3 weeks, and CT clues of mass effect/white-matter buckling/apparently thickened cortex.<br><br><b>High-yield frame:</b> sSDH is about 3 days to 3 weeks old in the fused RadPrimer/STATdx source. It may become isodense to cortex, so detection depends on crescentic extraaxial location, compressed sulci, displaced CSF/cortical veins, gray-white interface buckling, mixed density/rebleeding, and membrane behavior.	
59-year-old man with seizures P3ZCFBZFPRL3	"<img src=""STATdx_image_14_Subacute_Subdural_Hematoma.jpg""><br>"		Most likely diagnosis?	Subacute subdural hematoma<br><br>Keyword findings:<br>both collections<br>isointense with CSF<br>underlying subarachnoid cisterns<br><br>Key discriminator: T2 CSF-like signal caveat.<br>Why it matters: subacute SDH may be cortex-like or CSF-like on parts of the exam, so the reliable move is mass effect, displaced interfaces/CSF or veins, and membrane or blood-product behavior.<br><br>Differential:<br>Subdural hygroma<br>Subdural effusion<br>Subdural empyema																<div><b>Subacute Subdural Hematoma</b></div><b>Source Basis:</b> RadPrimer + STATdx master source; Core support limited to core_evidence.txt. Core evidence supports crescentic extraaxial SDH beneath dura, crossing cranial sutures, subacute isodense SDH around 1-3 weeks, and CT clues of mass effect/white-matter buckling/apparently thickened cortex.<br><br><b>High-yield frame:</b> sSDH is about 3 days to 3 weeks old in the fused RadPrimer/STATdx source. It may become isodense to cortex, so detection depends on crescentic extraaxial location, compressed sulci, displaced CSF/cortical veins, gray-white interface buckling, mixed density/rebleeding, and membrane behavior.	
59-year-old man with seizures B7J1SZWU5W2W	"<img src=""STATdx_image_15_Subacute_Subdural_Hematoma.jpg""><br>"		Most likely diagnosis?	Subacute subdural hematoma<br><br>Keyword findings:<br>outer membrane of the sSDH enhances<br>consistent with late sSDHs<br><br>Key discriminator: T1 C+ outer membrane enhancement.<br>Why it matters: subacute SDH may be cortex-like or CSF-like on parts of the exam, so the reliable move is mass effect, displaced interfaces/CSF or veins, and membrane or blood-product behavior.<br><br>Differential:<br>Subdural hygroma<br>Subdural effusion<br>Subdural empyema																<div><b>Subacute Subdural Hematoma</b></div><b>Source Basis:</b> RadPrimer + STATdx master source; Core support limited to core_evidence.txt. Core evidence supports crescentic extraaxial SDH beneath dura, crossing cranial sutures, subacute isodense SDH around 1-3 weeks, and CT clues of mass effect/white-matter buckling/apparently thickened cortex.<br><br><b>High-yield frame:</b> sSDH is about 3 days to 3 weeks old in the fused RadPrimer/STATdx source. It may become isodense to cortex, so detection depends on crescentic extraaxial location, compressed sulci, displaced CSF/cortical veins, gray-white interface buckling, mixed density/rebleeding, and membrane behavior.	
58-year-old patient with headache QAIGMVBOV3I1	"<img src=""STATdx_image_16_Subacute_Subdural_Hematoma.jpg""><br>"		Most likely diagnosis?	Subacute subdural hematoma<br><br>Keyword findings:<br>fluid level<br>early sSDH<br>largely hypointense signal characteristics<br>FLAIR most sensitive sequence to identify small SDH<br><br>Key discriminator: Early sSDH fluid level and FLAIR sensitivity.<br>Why it matters: subacute SDH may be cortex-like or CSF-like on parts of the exam, so the reliable move is mass effect, displaced interfaces/CSF or veins, and membrane or blood-product behavior.<br><br>Differential:<br>Subdural hygroma<br>Subdural effusion<br>Subdural empyema																<div><b>Subacute Subdural Hematoma</b></div><b>Source Basis:</b> RadPrimer + STATdx master source; Core support limited to core_evidence.txt. Core evidence supports crescentic extraaxial SDH beneath dura, crossing cranial sutures, subacute isodense SDH around 1-3 weeks, and CT clues of mass effect/white-matter buckling/apparently thickened cortex.<br><br><b>High-yield frame:</b> sSDH is about 3 days to 3 weeks old in the fused RadPrimer/STATdx source. It may become isodense to cortex, so detection depends on crescentic extraaxial location, compressed sulci, displaced CSF/cortical veins, gray-white interface buckling, mixed density/rebleeding, and membrane behavior.	
58-year-old patient with headache ZSIZSUMYWAAC	"<img src=""STATdx_image_17_Subacute_Subdural_Hematoma.jpg""><br>"		Most likely diagnosis?	Subacute subdural hematoma<br><br>Keyword findings:<br>mixed signal within the sSDH<br>hypointense rim<br>blood not easily predictable on DWI<br>hyperintense outer rim correlated to unstable membranes<br><br>Key discriminator: DWI unpredictability and unstable membrane risk.<br>Why it matters: subacute SDH may be cortex-like or CSF-like on parts of the exam, so the reliable move is mass effect, displaced interfaces/CSF or veins, and membrane or blood-product behavior.<br><br>Differential:<br>Subdural hygroma<br>Subdural effusion<br>Subdural empyema																<div><b>Subacute Subdural Hematoma</b></div><b>Source Basis:</b> RadPrimer + STATdx master source; Core support limited to core_evidence.txt. Core evidence supports crescentic extraaxial SDH beneath dura, crossing cranial sutures, subacute isodense SDH around 1-3 weeks, and CT clues of mass effect/white-matter buckling/apparently thickened cortex.<br><br><b>High-yield frame:</b> sSDH is about 3 days to 3 weeks old in the fused RadPrimer/STATdx source. It may become isodense to cortex, so detection depends on crescentic extraaxial location, compressed sulci, displaced CSF/cortical veins, gray-white interface buckling, mixed density/rebleeding, and membrane behavior.	
Infant with nonspecific neurologic concern KPNVF7DA7H7S	"<img src=""STATdx_image_18_Subacute_Subdural_Hematoma.jpg""><br>"		Most likely diagnosis?	Subacute subdural hematoma<br><br>Keyword findings:<br>infant<br>bilateral SDH<br>recent left-sided burr hole with air<br>vessels displaced inward due to mass effect<br><br>Key discriminator: Pediatric/inward vessel displacement example.<br>Why it matters: subacute SDH may be cortex-like or CSF-like on parts of the exam, so the reliable move is mass effect, displaced interfaces/CSF or veins, and membrane or blood-product behavior.<br><br>Differential:<br>Subdural hygroma<br>Subdural effusion<br>Subdural empyema																<div><b>Subacute Subdural Hematoma</b></div><b>Source Basis:</b> RadPrimer + STATdx master source; Core support limited to core_evidence.txt. Core evidence supports crescentic extraaxial SDH beneath dura, crossing cranial sutures, subacute isodense SDH around 1-3 weeks, and CT clues of mass effect/white-matter buckling/apparently thickened cortex.<br><br><b>High-yield frame:</b> sSDH is about 3 days to 3 weeks old in the fused RadPrimer/STATdx source. It may become isodense to cortex, so detection depends on crescentic extraaxial location, compressed sulci, displaced CSF/cortical veins, gray-white interface buckling, mixed density/rebleeding, and membrane behavior.	
72-year-old patient with headache 1DA1Y46BRIAT	"<img src=""STATdx_image_19_Subacute_Subdural_Hematoma.jpg""><br>"		Most likely diagnosis?	Subacute subdural hematoma<br><br>Keyword findings:<br>mixed-density sSDH<br>linear areas of high attenuation<br>internal membranes<br>recent hemorrhage into a preexisting collection<br><br>Key discriminator: Mixed density and rebleeding into collection.<br>Why it matters: subacute SDH may be cortex-like or CSF-like on parts of the exam, so the reliable move is mass effect, displaced interfaces/CSF or veins, and membrane or blood-product behavior.<br><br>Differential:<br>Chronic subdural hematoma<br>Subacute subdural hematoma<br>Subdural hygroma																<div><b>Subacute Subdural Hematoma</b></div><b>Source Basis:</b> RadPrimer + STATdx master source; Core support limited to core_evidence.txt. Core evidence supports crescentic extraaxial SDH beneath dura, crossing cranial sutures, subacute isodense SDH around 1-3 weeks, and CT clues of mass effect/white-matter buckling/apparently thickened cortex.<br><br><b>High-yield frame:</b> sSDH is about 3 days to 3 weeks old in the fused RadPrimer/STATdx source. It may become isodense to cortex, so detection depends on crescentic extraaxial location, compressed sulci, displaced CSF/cortical veins, gray-white interface buckling, mixed density/rebleeding, and membrane behavior.	
89-year-old man with cognitive decline B489OPX2N1PV	"<img src=""STATdx_image_20_Subacute_Subdural_Hematoma.jpg""><br>"		Most likely diagnosis?	Subacute subdural hematoma<br><br>Keyword findings:<br>bilateral hypointense subdurals<br>septations<br>nonacute nature<br>FLAIR inaccurate for staging chronicity<br><br>Key discriminator: Septations and FLAIR chronicity caveat.<br>Why it matters: subacute SDH may be cortex-like or CSF-like on parts of the exam, so the reliable move is mass effect, displaced interfaces/CSF or veins, and membrane or blood-product behavior.<br><br>Differential:<br>Chronic subdural hematoma<br>Subacute subdural hematoma<br>Subdural hygroma																<div><b>Subacute Subdural Hematoma</b></div><b>Source Basis:</b> RadPrimer + STATdx master source; Core support limited to core_evidence.txt. Core evidence supports crescentic extraaxial SDH beneath dura, crossing cranial sutures, subacute isodense SDH around 1-3 weeks, and CT clues of mass effect/white-matter buckling/apparently thickened cortex.<br><br><b>High-yield frame:</b> sSDH is about 3 days to 3 weeks old in the fused RadPrimer/STATdx source. It may become isodense to cortex, so detection depends on crescentic extraaxial location, compressed sulci, displaced CSF/cortical veins, gray-white interface buckling, mixed density/rebleeding, and membrane behavior.	
70-year-old patient with headache DTNUCRAK8HUS	"<img src=""STATdx_image_21_Subacute_Subdural_Hematoma.jpg""><br>"		Most likely diagnosis?	Subacute subdural hematoma<br><br>Keyword findings:<br>bilateral SDHs of differing ages<br>older right hematoma with methemoglobin<br>acute-early subacute left SDH<br><br>Key discriminator: Differing ages on coronal T1.<br>Why it matters: subacute SDH may be cortex-like or CSF-like on parts of the exam, so the reliable move is mass effect, displaced interfaces/CSF or veins, and membrane or blood-product behavior.<br><br>Differential:<br>Chronic subdural hematoma<br>Subacute subdural hematoma<br>Subdural hygroma																<div><b>Subacute Subdural Hematoma</b></div><b>Source Basis:</b> RadPrimer + STATdx master source; Core support limited to core_evidence.txt. Core evidence supports crescentic extraaxial SDH beneath dura, crossing cranial sutures, subacute isodense SDH around 1-3 weeks, and CT clues of mass effect/white-matter buckling/apparently thickened cortex.<br><br><b>High-yield frame:</b> sSDH is about 3 days to 3 weeks old in the fused RadPrimer/STATdx source. It may become isodense to cortex, so detection depends on crescentic extraaxial location, compressed sulci, displaced CSF/cortical veins, gray-white interface buckling, mixed density/rebleeding, and membrane behavior.	
70-year-old patient with headache QTN6HBC8UEKQ	"<img src=""STATdx_image_22_Subacute_Subdural_Hematoma.jpg""><br>"		Most likely diagnosis?	Subacute subdural hematoma<br><br>Keyword findings:<br>hyperintense extraaxial collection<br>compressing adjacent brain parenchyma<br>subacute blood<br>methemoglobin<br><br>Key discriminator: T1 methemoglobin subacute blood.<br>Why it matters: subacute SDH may be cortex-like or CSF-like on parts of the exam, so the reliable move is mass effect, displaced interfaces/CSF or veins, and membrane or blood-product behavior.<br><br>Differential:<br>Chronic subdural hematoma<br>Subacute subdural hematoma<br>Subdural hygroma																<div><b>Subacute Subdural Hematoma</b></div><b>Source Basis:</b> RadPrimer + STATdx master source; Core support limited to core_evidence.txt. Core evidence supports crescentic extraaxial SDH beneath dura, crossing cranial sutures, subacute isodense SDH around 1-3 weeks, and CT clues of mass effect/white-matter buckling/apparently thickened cortex.<br><br><b>High-yield frame:</b> sSDH is about 3 days to 3 weeks old in the fused RadPrimer/STATdx source. It may become isodense to cortex, so detection depends on crescentic extraaxial location, compressed sulci, displaced CSF/cortical veins, gray-white interface buckling, mixed density/rebleeding, and membrane behavior.	
70-year-old patient with headache TZLLZTB84KNY	"<img src=""STATdx_image_23_Subacute_Subdural_Hematoma.jpg""><br>"		Most likely diagnosis?	Subacute subdural hematoma<br><br>Keyword findings:<br>hyperintense left-sided sSDH<br>smaller more recent isointense SDHs<br>right hemisphere<br><br>Key discriminator: Same-patient multiple-age collections.<br>Why it matters: subacute SDH may be cortex-like or CSF-like on parts of the exam, so the reliable move is mass effect, displaced interfaces/CSF or veins, and membrane or blood-product behavior.<br><br>Differential:<br>Chronic subdural hematoma<br>Subacute subdural hematoma<br>Subdural hygroma																<div><b>Subacute Subdural Hematoma</b></div><b>Source Basis:</b> RadPrimer + STATdx master source; Core support limited to core_evidence.txt. Core evidence supports crescentic extraaxial SDH beneath dura, crossing cranial sutures, subacute isodense SDH around 1-3 weeks, and CT clues of mass effect/white-matter buckling/apparently thickened cortex.<br><br><b>High-yield frame:</b> sSDH is about 3 days to 3 weeks old in the fused RadPrimer/STATdx source. It may become isodense to cortex, so detection depends on crescentic extraaxial location, compressed sulci, displaced CSF/cortical veins, gray-white interface buckling, mixed density/rebleeding, and membrane behavior.	
58-year-old patient with headache HBTSPZ2LSVFS	"<img src=""STATdx_image_24_Subacute_Subdural_Hematoma.jpg""><br>"		Most likely diagnosis?	Subacute subdural hematoma<br><br>Keyword findings:<br>right sSDH<br>isodense with the underlying cortex<br>inward displacement of dots of CSF<br>gray matter-white matter interface buckled inward<br><br>Key discriminator: Classic axial isodense sSDH.<br>Why it matters: subacute SDH may be cortex-like or CSF-like on parts of the exam, so the reliable move is mass effect, displaced interfaces/CSF or veins, and membrane or blood-product behavior.<br><br>Differential:<br>Subdural hygroma<br>Subdural effusion<br>Subdural empyema																<div><b>Subacute Subdural Hematoma</b></div><b>Source Basis:</b> RadPrimer + STATdx master source; Core support limited to core_evidence.txt. Core evidence supports crescentic extraaxial SDH beneath dura, crossing cranial sutures, subacute isodense SDH around 1-3 weeks, and CT clues of mass effect/white-matter buckling/apparently thickened cortex.<br><br><b>High-yield frame:</b> sSDH is about 3 days to 3 weeks old in the fused RadPrimer/STATdx source. It may become isodense to cortex, so detection depends on crescentic extraaxial location, compressed sulci, displaced CSF/cortical veins, gray-white interface buckling, mixed density/rebleeding, and membrane behavior.	
