Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.														What can catheter venography show in varicocele?	Catheter venography demonstrates dilated venous channels and can document gonadal/testicular vein reflux; it also provides a route for catheter embolization treatment.<br><b>Attribution:</b> [Both] RadPrimer + STATdx.					<b>Key point:</b> Catheter venography demonstrates dilated venous channels and can document gonadal/testicular vein reflux; it also provides a route for catheter embolization treatment.<br><b>Attribution:</b> [Both] RadPrimer + STATdx.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.										Why are varicoceles predominantly left-sided?	The left testicular vein is longer and drains perpendicularly into the left renal vein, whereas the right testicular vein drains more directly into the IVC. This anatomic drainage pattern favors left-sided venous reflux and congestion.<br><b>Attribution:</b> [Both] RadPrimer + STATdx.									<b>Mechanism:</b> The left testicular vein is longer and drains perpendicularly into the left renal vein, whereas the right testicular vein drains more directly into the IVC. This anatomic drainage pattern favors left-sided venous reflux and congestion.<br><b>Attribution:</b> [Both] RadPrimer + STATdx.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.										What is the usual mechanism of primary varicocele?	Primary varicocele is related to venous valve incompetence and reflux, classically near the left renal vein/IVC junction, producing congestion of the pampiniform plexus.<br><b>Attribution:</b> [Both] RadPrimer + STATdx.									<b>Mechanism:</b> Primary varicocele is related to venous valve incompetence and reflux, classically near the left renal vein/IVC junction, producing congestion of the pampiniform plexus.<br><b>Attribution:</b> [Both] RadPrimer + STATdx.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.										What secondary mechanisms can produce varicocele?	Secondary varicocele can result from obstruction or compression of testicular venous drainage by renal/adrenal tumor, retroperitoneal nodes, lymphoma/RCC, retroperitoneal fibrosis, renal vein thrombosis, or nutcracker-type SMA compression.<br><b>Attribution:</b> [Both] RadPrimer + STATdx.									<b>Mechanism:</b> Secondary varicocele can result from obstruction or compression of testicular venous drainage by renal/adrenal tumor, retroperitoneal nodes, lymphoma/RCC, retroperitoneal fibrosis, renal vein thrombosis, or nutcracker-type SMA compression.<br><b>Attribution:</b> [Both] RadPrimer + STATdx.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.										What mechanisms may link varicocele to impaired testicular function or infertility?	Potential mechanisms include increased testicular/scrotal heat, oxidative stress, stagnant blood/ischemia, increased venous pressure with decreased arterial inflow, catecholamine reflux, and androgen deprivation.<br><b>Attribution:</b> [Both] RadPrimer + STATdx.									<b>Mechanism:</b> Potential mechanisms include increased testicular/scrotal heat, oxidative stress, stagnant blood/ischemia, increased venous pressure with decreased arterial inflow, catecholamine reflux, and androgen deprivation.<br><b>Attribution:</b> [Both] RadPrimer + STATdx.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.										Why can slow flow in a varicocele be difficult to see on Doppler?	Varicocele flow can be very slow, so color signal may appear only with Valsalva or low Doppler scale settings. Echogenic mobile slow flow should not be mistaken for thrombus.<br><b>Attribution:</b> [STATdx] with [RadPrimer] support for low Doppler settings.									<b>Mechanism:</b> Varicocele flow can be very slow, so color signal may appear only with Valsalva or low Doppler scale settings. Echogenic mobile slow flow should not be mistaken for thrombus.<br><b>Attribution:</b> [STATdx] with [RadPrimer] support for low Doppler settings.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.												What is the key pitfall with an isolated right-sided varicocele in an otherwise reassuring adult?	It was historically considered highly suspicious for retroperitoneal malignancy, but STATdx states isolated right-sided varicocele is rarely associated with malignancy when there are no other concerning symptoms; retroperitoneal imaging may be unnecessary, though same-setting retroperitoneal US can be considered.<br><b>Attribution:</b> [STATdx].							<b>Trap:</b> It was historically considered highly suspicious for retroperitoneal malignancy, but STATdx states isolated right-sided varicocele is rarely associated with malignancy when there are no other concerning symptoms; retroperitoneal imaging may be unnecessary, though same-setting retroperitoneal US can be considered.<br><b>Attribution:</b> [STATdx].	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.												What right-sided varicocele scenario still deserves a tumor search?	In children younger than 9 years, STATdx advises looking for tumor when right-sided varicocele is present.<br><b>Attribution:</b> [STATdx].							<b>Trap:</b> In children younger than 9 years, STATdx advises looking for tumor when right-sided varicocele is present.<br><b>Attribution:</b> [STATdx].	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.												What pitfall distinguishes slow flow from thrombosed varicocele?	Slow flow can be echogenic and mobile in real time and may be missed by Doppler. True thrombosis shows echogenic intraluminal material, noncompressibility, and no flow with Valsalva.<br><b>Attribution:</b> [STATdx].							<b>Trap:</b> Slow flow can be echogenic and mobile in real time and may be missed by Doppler. True thrombosis shows echogenic intraluminal material, noncompressibility, and no flow with Valsalva.<br><b>Attribution:</b> [STATdx].	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.												When should a new-onset varicocele prompt concern for a secondary retroperitoneal cause?	Recent-onset varicocele in an older man should raise concern for left renal vein occlusion or retroperitoneal/renal/adrenal tumor; CT/MR may reveal venous obstruction, thrombosis, tumor, fibrosis, or systemic venous congestion.<br><b>Attribution:</b> [RadPrimer] with [STATdx] secondary-cause examples.							<b>Trap:</b> Recent-onset varicocele in an older man should raise concern for left renal vein occlusion or retroperitoneal/renal/adrenal tumor; CT/MR may reveal venous obstruction, thrombosis, tumor, fibrosis, or systemic venous congestion.<br><b>Attribution:</b> [RadPrimer] with [STATdx] secondary-cause examples.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.														When is adult varicocele repair generally considered?	Repair is generally considered for men trying to conceive who have a palpable varicocele and abnormal semen parameters, or for scrotal pain. Treatment options include catheter embolization/sclerotherapy or surgical ligation.<br><b>Attribution:</b> [STATdx] with [Both] support for embolization/surgical options.					<b>Key point:</b> Repair is generally considered for men trying to conceive who have a palpable varicocele and abnormal semen parameters, or for scrotal pain. Treatment options include catheter embolization/sclerotherapy or surgical ligation.<br><b>Attribution:</b> [STATdx] with [Both] support for embolization/surgical options.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.														What is the treatment implication of a subclinical varicocele found only by imaging?	STATdx states there is no indication to treat subclinical varicoceles identified only by imaging.<br><b>Attribution:</b> [STATdx].					<b>Key point:</b> STATdx states there is no indication to treat subclinical varicoceles identified only by imaging.<br><b>Attribution:</b> [STATdx].	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.														Why is varicocelectomy described as a misnomer?	"STATdx notes that the veins are ligated rather than removed, so ""varicocelectomy"" is a misnomer.<br><b>Attribution:</b> [STATdx]."					"<b>Key point:</b> STATdx notes that the veins are ligated rather than removed, so ""varicocelectomy"" is a misnomer.<br><b>Attribution:</b> [STATdx]."	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.						What are key mimics of varicocele on scrotal ultrasound?	Hernia; epididymitis; tubular ectasia of the rete testis; spermatocele/epididymal cyst; rare vascular lesions; testicular torsion.	<b>Varicocele:</b> serpiginous veins with Valsalva-dependent venous reflux/flow.<br><b>Hernia:</b> fat/bowel displaces testis; gut signature or peristalsis.<br><b>Epididymitis:</b> enlarged hyperemic epididymis separate from pampiniform plexus.<br><b>Tubular ectasia:</b> avascular mediastinal tubules with no Doppler flow.<br><b>Attribution:</b> [Both] with STATdx-expanded differential.												<b>Differential pivot:</b> <b>Varicocele:</b> serpiginous veins with Valsalva-dependent venous reflux/flow.<br><b>Hernia:</b> fat/bowel displaces testis; gut signature or peristalsis.<br><b>Epididymitis:</b> enlarged hyperemic epididymis separate from pampiniform plexus.<br><b>Tubular ectasia:</b> avascular mediastinal tubules with no Doppler flow.<br><b>Attribution:</b> [Both] with STATdx-expanded differential.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.						How do you distinguish tubular ectasia of the rete testis from intratesticular varicocele?	<b>Tubular ectasia of rete testis:</b> avascular dilated tubules in the mediastinum testis, often with epididymal cyst.<br><b>Intratesticular varicocele:</b> rare varicocele extension into/within the testis with Doppler flow.<br><b>Attribution:</b> [Both].	Use Doppler flow as the pivot: no flow favors tubular ectasia; venous flow/reflux favors intratesticular varicocele.												<b>Differential pivot:</b> Use Doppler flow as the pivot: no flow favors tubular ectasia; venous flow/reflux favors intratesticular varicocele.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.						How does epididymitis differ from varicocele on Doppler US?	<b>Epididymitis:</b> enlarged heterogeneous epididymis with increased Doppler flow, adjacent to and separate from the pampiniform plexus.<br><b>Varicocele:</b> dilated pampiniform veins with Valsalva-dependent reflux/distention.<br><b>Attribution:</b> [Both].	Epididymal hyperemia does not show the same pampiniform plexus reflux response with Valsalva.												<b>Differential pivot:</b> Epididymal hyperemia does not show the same pampiniform plexus reflux response with Valsalva.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.						How does inguinal/scrotal hernia differ from varicocele on ultrasound?	<b>Hernia:</b> echogenic fat or bowel displaces the testis, may accentuate with Valsalva, and may show gut signature/peristalsis.<br><b>Varicocele:</b> serpiginous venous channels with Doppler reflux during Valsalva.<br><b>Attribution:</b> [STATdx].	Look for bowel/fat and peristalsis versus vascular channels with reflux.												<b>Differential pivot:</b> Look for bowel/fat and peristalsis versus vascular channels with reflux.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	RP-01_RadPrimer_plain_85dbcd36.jpg	RP-01_RadPrimer_annotated_85dbcd36.jpg		Varicocele	RadPrimer image 1				"Graphic shows dilated, tortuous varicose veins of the pampiniform plexus <img src=""arrow_WS.png""> in the spermatic cord and along the posterosuperior aspect of the testis <img src=""arrow_WC.png"">."											<b>RadPrimer image 1:</b> Graphic anatomy of dilated pampiniform plexus veins around the spermatic cord/posterosuperior testis.<br><b>Attribution:</b> RadPrimer image 1 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	RP-02_RadPrimer_plain_79b86b56.jpg	RP-02_RadPrimer_annotated_79b86b56.jpg		Varicocele	RadPrimer image 2				"Oblique grayscale ultrasound through the cord, in supine position with normal respiration, shows a dilated, tortuous principal vein <img src=""arrow_WC.png""> in the pampiniform plexus measuring 7.5 mm in caliber."											<b>RadPrimer image 2:</b> Grayscale varicocele recognition: dilated tortuous pampiniform vein measuring 7.5 mm.<br><b>Attribution:</b> RadPrimer image 2 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	RP-03_RadPrimer_plain_e6dd629b.jpg	RP-03_RadPrimer_annotated_e6dd629b.jpg		Varicocele	RadPrimer image 3				"Longitudinal color Doppler ultrasound of the  scrotum in a 24-year-old man shows flow <img src=""arrow_WC.png""> in several dilated veins during Valsalva, indicative of moderate varicocele. Blood flow in the varicocele is slow and may be detected only with low Doppler settings."											<b>RadPrimer image 3:</b> Color Doppler Valsalva recognition: slow-flow varicocele may require low Doppler settings.<br><b>Attribution:</b> RadPrimer image 3 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	RP-04_RadPrimer_plain_61bd7426.jpg	RP-04_RadPrimer_annotated_61bd7426.jpg		Varicocele	RadPrimer image 4				Catheter venogram demonstrates a prominent left gonadal vein extending into the left hemiscrotum in this patient with varicocele and infertility. Varicocele resolved after coil embolization.											<b>RadPrimer image 4:</b> Venographic/procedure context: prominent left gonadal vein extending into hemiscrotum with post-embolization resolution.<br><b>Attribution:</b> RadPrimer image 4 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-01_STATdx_plain_ce1b8a96.jpg	SDX-01_STATdx_annotated_ce1b8a96.jpg		Varicocele	STATdx image 1				"Transverse US of the left scrotum with the patient at rest in supine position shows multiple anechoic, tubular structures <img src=""arrow_WS.png""> medial to the testis, consistent with varicocele."											<b>STATdx image 1:</b> Same-patient cluster with STATdx image 2: transverse rest image shows tubular anechoic varicocele channels medial to the testis.<br><b>Attribution:</b> STATdx image 1 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-02_STATdx_plain_4d839186.jpg	SDX-02_STATdx_annotated_4d839186.jpg		Varicocele	STATdx image 2				Longitudinal color Doppler US in the same patient during Valsalva shows flow throughout the varicocele due to reflux.											<b>STATdx image 2:</b> Same-patient cluster with STATdx image 1: Valsalva color Doppler confirms reflux throughout the varicocele.<br><b>Attribution:</b> STATdx image 2 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-03_STATdx_plain_e0f90cd7.jpg	SDX-03_STATdx_annotated_e0f90cd7.jpg		Varicocele	STATdx image 3				"Longitudinal color Doppler US shows dilated veins with minimal flow at rest <img src=""arrow_WS.png"">. With Valsalva <img src=""arrow_WO.png"">, aliasing is seen due to increased velocity of retrograde blood flow exceeding the low Doppler scale."											<b>STATdx image 3:</b> Rest-versus-Valsalva composite: minimal flow at rest and aliasing with Valsalva from increased retrograde velocity.<br><b>Attribution:</b> STATdx image 3 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-04_STATdx_plain_7fec7e0a.jpg	SDX-04_STATdx_annotated_7fec7e0a.jpg		Varicocele	STATdx image 4				"Graphic shows normal pampiniform plexus veins <img src=""arrow_WS.png""> compared to abnormally dilated veins in a varicocele <img src=""arrow_WO.png"">."											<b>STATdx image 4:</b> Concept graphic comparing normal pampiniform plexus veins with abnormally dilated varicocele veins.<br><b>Attribution:</b> STATdx image 4 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-05_STATdx_plain_9e4049fe.jpg	SDX-05_STATdx_annotated_9e4049fe.jpg		Varicocele	STATdx image 5				"Transverse US inferior to the testis shows a large, right-sided varicocele <img src=""arrow_WS.png"">. Some of the veins are echogenic <img src=""arrow_WC.png""> due to slow flow (mobile in real time). The patient underwent CT, which was negative. Right-sided varicoceles, without other symptoms of malignancy, are rarely associated with an underlying malignancy."											<b>STATdx image 5:</b> Large right-sided varicocele with echogenic mobile slow flow; CT was negative, reinforcing modern right-sided nuance.<br><b>Attribution:</b> STATdx image 5 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-06_STATdx_plain_eb9e94db.jpg	SDX-06_STATdx_annotated_eb9e94db.jpg		Varicocele	STATdx image 6				"Longitudinal US of the spermatic cord just superior to the testis <img src=""arrow_WS.png""> in a patient with palpable, painful area shows a thrombosed varicocele vein as a echogenic, expanded vein <img src=""arrow_WC.png""> without color flow."											<b>STATdx image 6:</b> Thrombosed varicocele complication: echogenic expanded vein without color flow in painful palpable area.<br><b>Attribution:</b> STATdx image 6 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-07_STATdx_plain_bd79a82c.jpg	SDX-07_STATdx_annotated_bd79a82c.jpg		Varicocele	STATdx image 7				"Coronal CECT in a patient with history of severe necrotizing pancreatitis shows large, dilated veins in the left hemiscrotum <img src=""arrow_WS.png"">, consistent with varicocele. These communicate with the spermatic (gonadal) vein <img src=""arrow_WO.png"">."											<b>STATdx image 7:</b> CT secondary-cause cluster: coronal CECT shows left hemiscrotal varicocele communicating with the gonadal vein.<br><b>Attribution:</b> STATdx image 7 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-08_STATdx_plain_ff91f591.jpg	SDX-08_STATdx_annotated_ff91f591.jpg		Varicocele	STATdx image 8				"Coronal CECT in the same patient shows a dilated spermatic vein  <img src=""arrow_WS.png"">  entering a small left renal vein  <img src=""arrow_WO.png"">."											<b>STATdx image 8:</b> CT secondary-cause cluster: coronal CECT shows dilated spermatic vein entering a small left renal vein.<br><b>Attribution:</b> STATdx image 8 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-09_STATdx_plain_e4b932ff.jpg	SDX-09_STATdx_annotated_e4b932ff.jpg		Varicocele	STATdx image 9				"Axial CECT in the same patient shows chronic thrombosis of the left renal vein <img src=""arrow_WS.png"">  due to past pancreatitis. Rarely, secondary causes of varicocele include vascular thromboses, iatrogenic causes, and tumor compression/venous invasion."											<b>STATdx image 9:</b> CT secondary-cause cluster: axial CECT shows chronic left renal vein thrombosis as the secondary cause.<br><b>Attribution:</b> STATdx image 9 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-10_STATdx_plain_2cc0e05a.jpg	SDX-10_STATdx_annotated_2cc0e05a.jpg		Varicocele	STATdx image 10				Longitudinal color Doppler US of the left scrotum in a 20-year-old symptomatic patient shows dilated vessels with scattered Doppler signal at rest.											<b>STATdx image 10:</b> Symptomatic-patient cluster: color Doppler at rest shows dilated vessels with scattered signal.<br><b>Attribution:</b> STATdx image 10 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-11_STATdx_plain_dbf22f26.jpg	SDX-11_STATdx_annotated_dbf22f26.jpg		Varicocele	STATdx image 11				Longitudinal color Doppler US in the same patient with Valsalva shows increased size of vessels and marked increase in flow due to retrograde flow in the pampiniform plexus.											<b>STATdx image 11:</b> Symptomatic-patient cluster: Valsalva increases vessel size and flow from retrograde pampiniform reflux.<br><b>Attribution:</b> STATdx image 11 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-12_STATdx_plain_7bf96703.jpg	SDX-12_STATdx_annotated_7bf96703.jpg		Varicocele	STATdx image 12				"Anterior projection venogram in the same patient after coil embolization of the varicocele shows lack of reflux caudal to the coil mass  <img src=""arrow_WS.png"">."											<b>STATdx image 12:</b> Procedure follow-up cluster: post-coil venogram shows lack of reflux caudal to the coil mass.<br><b>Attribution:</b> STATdx image 12 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-13_STATdx_plain_a6f64236.jpg	SDX-13_STATdx_annotated_a6f64236.jpg		Varicocele	STATdx image 13				"Transverse color Doppler US shows tortuous, hypoechoic structures <img src=""arrow_WS.png""> in the testis at the mediastinum with minimal flow. Rarely, a varicocele extends into or occurs primarily in the testis. This should not be confused with dilation of the rete testis."											<b>STATdx image 13:</b> Rare intratesticular varicocele: tortuous hypoechoic mediastinal testicular structures with minimal flow.<br><b>Attribution:</b> STATdx image 13 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-14_STATdx_plain_e089ca5f.jpg	SDX-14_STATdx_annotated_e089ca5f.jpg		Varicocele	STATdx image 14				"Transverse US of both testes shows multiple hypoechoic, tubular structures <img src=""arrow_WS.png""> along the medial aspect of the left testis."											<b>STATdx image 14:</b> Same-patient cluster: transverse bilateral comparison shows left-sided tubular hypoechoic structures.<br><b>Attribution:</b> STATdx image 14 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-15_STATdx_plain_28d82145.jpg	SDX-15_STATdx_annotated_28d82145.jpg		Varicocele	STATdx image 15				"Longitudinal US of the left scrotum in the same patient shows the tubular and serpiginous nature of the lesion <img src=""arrow_WS.png"">."											<b>STATdx image 15:</b> Same-patient cluster: longitudinal grayscale view emphasizes tubular and serpiginous morphology.<br><b>Attribution:</b> STATdx image 15 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-16_STATdx_plain_c641b5a3.jpg	SDX-16_STATdx_annotated_c641b5a3.jpg		Varicocele	STATdx image 16				"Color Doppler US in the same patient with Valsalva shows marked blood flow <img src=""arrow_WS.png"">, consistent with a moderate-sized varicocele."											<b>STATdx image 16:</b> Same-patient cluster: Valsalva color Doppler confirms moderate varicocele with marked blood flow.<br><b>Attribution:</b> STATdx image 16 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-17_STATdx_plain_26e07fdd.jpg	SDX-17_STATdx_annotated_26e07fdd.jpg		Varicocele	STATdx image 17				"Longitudinal US of the right scrotum in the setting of a palpable mass shows an isolated, right-sided varicocele <img src=""arrow_WS.png"">. Further work-up showed no malignancy. In the past, this was thought to be highly associated with malignancy; however, more recent experience shows that isolated, right-sided varicocele is rarely associated with malignancy. When it does occur in the setting of malignancy, there are often other concerning symptoms."											<b>STATdx image 17:</b> Isolated right-sided varicocele image with negative work-up, testing the updated malignancy caveat.<br><b>Attribution:</b> STATdx image 17 from the selected primary teaching set.	
Varicocele - RadPrimer + STATdx master source; Core evidence not provided in audit bundle.	SDX-18_STATdx_plain_d4634fab.jpg	SDX-18_STATdx_annotated_d4634fab.jpg		Varicocele	STATdx image 18				Color Doppler US in an older man with scrotal discomfort shows a huge left varicocele. The late onset prompted imaging of the retroperitoneum, which showed marked dilatation of the cava and renal veins due to severe right heart dysfunction.											<b>STATdx image 18:</b> Huge late-onset left varicocele with retroperitoneal imaging showing systemic venous dilation from severe right heart dysfunction.<br><b>Attribution:</b> STATdx image 18 from the selected primary teaching set.	
