#separator:tab
#html:true
#notetype:core_rad_notetype_v2
#deck:Corebook::Ultrasound::Scrotum Basic::Testicular Carcinoma
Testicular carcinoma RadPrimer definition HY01					Testicular carcinoma									Define testicular carcinoma in this RadPrimer article.	Malignant germ cell tumor of the testis.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Testicular carcinoma best clue HY02					Testicular carcinoma									What is the best diagnostic imaging clue for testicular carcinoma?	Discrete hypoechoic or mixed echogenic testicular mass, with or without vascularity. A discrete grayscale mass with abnormal intrinsic Doppler vessels should raise suspicion for carcinoma.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Testicular carcinoma modality roles HY03					Testicular carcinoma									What are the source-supported imaging roles for US, CT/MR, and PET?	US identifies and characterizes the scrotal mass.<br>CT or MR stages metastatic disease.<br>PET may evaluate post-treatment residual masses and may help distinguish residual tumor from scar in treated patients.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Testicular carcinoma US protocol HY04					Testicular carcinoma									What ultrasound transducer is recommended for evaluating suspected testicular carcinoma?	High-frequency linear array transducer, at least 10 MHz.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Seminoma ultrasound appearance HY05					Seminoma									What sonographic appearance favors seminoma?	Usually well-defined, hypoechoic, and solid, without calcification or tunica invasion. Some high-resolution exams may show heterogeneity or lobulation; partial cystic necrosis is very rare.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Teratoma ultrasound appearance HY06					Teratoma/teratocarcinoma									What sonographic appearance favors teratoma/teratocarcinoma?	Well-defined anechoic or complex heterogeneous cystic mass. Cystic areas and calcification from cartilage or immature bone, with or without fibrosis, characterize teratoma/teratocarcinoma.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Embryonal carcinoma ultrasound appearance HY07					Embryonal cell carcinoma									What sonographic appearance favors embryonal cell carcinoma?	Heterogeneous, predominantly solid mixed-echogenicity mass; often poorly marginated. About one third have cystic necrosis; coarse calcification is infrequent. It may invade tunica albuginea and distort the testicular contour.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Choriocarcinoma ultrasound appearance HY08					Choriocarcinoma									What sonographic/pathologic feature is typical of choriocarcinoma?	Mixed-echogenicity heterogeneous mass with cystic areas and common calcification; hemorrhage with focal necrosis is a typical feature.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Testicular tumor Doppler size HY09					Testicular carcinoma									How does Doppler vascularity vary with testicular tumor size in the article?	Tumors under 1.5 cm are commonly hypovascular; tumors over 1.6 cm are more often hypervascular. Disorganized flow is typical, while cystic areas are avascular.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Testicular carcinoma CT staging HY10					Testicular carcinoma									What CT findings are source-supported for metastatic staging?	CECT is useful for retroperitoneal, nodal, and pulmonary metastases. Low-attenuation nodes can be seen; even nodes under 1 cm are suspicious when located in typical drainage areas such as the left renal hilus or right retrocaval region.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
